"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_B590_59382021-964229/offers/","Ноутбуки","PLAZA","Lenovo_B590_59382021","Lenovo B590 (59382021)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_B590_59397711-1004735/offers/","Ноутбуки","PLAZA","Lenovo_B590_59397711","Lenovo B590 (59397711)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_B590_59381389-989011/offers/","Ноутбуки","PLAZA","Lenovo_B590_59381389","Lenovo B590 (59381389)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_B590_59382017-989007/offers/","Ноутбуки","PLAZA","Lenovo_B590_59382017","Lenovo B590 (59382017)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_B590_59397712-1004733/offers/","Ноутбуки","PLAZA","Lenovo_B590_59397712","Lenovo B590 (59397712)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_B590_59395328-1229431/offers/","Ноутбуки","PLAZA","Lenovo_B590_59395328","Lenovo B590 (59395328)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_B590_59411630-1355759/offers/","Ноутбуки","PLAZA","Lenovo_B590_59411630","Lenovo B590 (59411630)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_B590_59405005-1313783/offers/","Ноутбуки","PLAZA","Lenovo_B590_59405005","Lenovo B590 (59405005)","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X551MA_SX056D-1313827/offers/","Ноутбуки","PLAZA","ASUS_X551MA_SX056D","ASUS X551MA-SX056D","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X551MAV_SX374B-1447057/offers/","Ноутбуки","PLAZA","ASUS_X551MAV_SX374B","ASUS X551MAV-SX374B","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X551MAV_SX378D-1457377/offers/","Ноутбуки","PLAZA","ASUS_X551MAV_SX378D","ASUS X551MAV-SX378D","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X551MA_SX090D-1313823/offers/","Ноутбуки","PLAZA","ASUS_X551MA_SX090D","ASUS X551MA-SX090D","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X551MA_SX107D-1379791/offers/","Ноутбуки","PLAZA","ASUS_X551MA_SX107D","ASUS X551MA-SX107D","1",""
"http://komp.1k.by/mobile-notebooks/acer/Acer_Aspire_V5_123_12102G32nkk_NXMFQEU001-1014171/offers/","Ноутбуки","PLAZA","Acer_Aspire_V5_123_12102G32nkk_NXMFQEU001","Acer Aspire V5-123-12102G32nkk (NX.MFQEU.001)","1",""
"http://komp.1k.by/mobile-notebooks/acer/Acer_Aspire_V5_123_12104G50nss_NXMFREU006-1379757/offers/","Ноутбуки","PLAZA","Acer_Aspire_V5_123_12104G50nss_NXMFREU006","Acer Aspire V5-123-12104G50nss (NX.MFREU.006)","1",""
"http://komp.1k.by/mobile-notebooks/acer/Acer_Aspire_V5_123_12104G50nks_NXMFREP001-988873/offers/","Ноутбуки","PLAZA","Acer_Aspire_V5_123_12104G50nks_NXMFREP001","Acer Aspire V5-123-12104G50nks (NX.MFREP.001)","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X555LD_XX062H-1650301/offers/","Ноутбуки","PLAZA","ASUS_X555LD_XX062H","ASUS X555LD-XX062H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X555LN_XO032H-1696151/offers/","Ноутбуки","PLAZA","ASUS_X555LN_XO032H","ASUS X555LN-XO032H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X555LD_XX250H-1600103/offers/","Ноутбуки","PLAZA","ASUS_X555LD_XX250H","ASUS X555LD-XX250H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X555LN_XO126H-1696339/offers/","Ноутбуки","PLAZA","ASUS_X555LN_XO126H","ASUS X555LN-XO126H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X555LD_XO010H-1600335/offers/","Ноутбуки","PLAZA","ASUS_X555LD_XO010H","ASUS X555LD-XO010H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X555LD_XX251H-1636719/offers/","Ноутбуки","PLAZA","ASUS_X555LD_XX251H","ASUS X555LD-XX251H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X555LA_XO019H-1600337/offers/","Ноутбуки","PLAZA","ASUS_X555LA_XO019H","ASUS X555LA-XO019H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X555LA_XX172H-1600105/offers/","Ноутбуки","PLAZA","ASUS_X555LA_XX172H","ASUS X555LA-XX172H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X555LA_XX138H-1636577/offers/","Ноутбуки","PLAZA","ASUS_X555LA_XX138H","ASUS X555LA-XX138H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X555LA_XX060H-1696153/offers/","Ноутбуки","PLAZA","ASUS_X555LA_XX060H","ASUS X555LA-XX060H","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_Y50_70_59427490-1457567/offers/","Ноутбуки","PLAZA","Lenovo_Y50_70_59427490","Lenovo Y50-70 (59427490)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_Y50_70_59427495-1457565/offers/","Ноутбуки","PLAZA","Lenovo_Y50_70_59427495","Lenovo Y50-70 (59427495)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_Y50_70_59422467-1457571/offers/","Ноутбуки","PLAZA","Lenovo_Y50_70_59422467","Lenovo Y50-70 (59422467)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_Y50_70_59433471-1704503/offers/","Ноутбуки","PLAZA","Lenovo_Y50_70_59433471","Lenovo Y50-70 (59433471)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_Y50_70_59425308-1447033/offers/","Ноутбуки","PLAZA","Lenovo_Y50_70_59425308","Lenovo Y50-70 (59425308)","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_F553MA_BING_SX394B-1696193/offers/","Ноутбуки","PLAZA","ASUS_F553MA_BING_SX394B","ASUS F553MA-BING-SX394B","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X553MA_XX061H-1650223/offers/","Ноутбуки","PLAZA","ASUS_X553MA_XX061H","ASUS X553MA-XX061H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X553MA_XX057D-1514283/offers/","Ноутбуки","PLAZA","ASUS_X553MA_XX057D","ASUS X553MA-XX057D","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X553MA_XX089D-1447007/offers/","Ноутбуки","PLAZA","ASUS_X553MA_XX089D","ASUS X553MA-XX089D","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X553MA_XX061D-1600547/offers/","Ноутбуки","PLAZA","ASUS_X553MA_XX061D","ASUS X553MA-XX061D","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X553MA_XX092H-1600341/offers/","Ноутбуки","PLAZA","ASUS_X553MA_XX092H","ASUS X553MA-XX092H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X553MA_XX092D-1600477/offers/","Ноутбуки","PLAZA","ASUS_X553MA_XX092D","ASUS X553MA-XX092D","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X553MA_XX130H-1600107/offers/","Ноутбуки","PLAZA","ASUS_X553MA_XX130H","ASUS X553MA-XX130H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_K750JN_TY052H-1600163/offers/","Ноутбуки","PLAZA","ASUS_K750JN_TY052H","ASUS K750JN-TY052H","1",""
"http://komp.1k.by/mobile-notebooks/apple/Apple_MacBook_Pro_15_Retina_MGXA2RUA-1447521/offers/","Ноутбуки","PLAZA","Apple_MacBook_Pro_15_Retina_MGXA2RUA","Apple MacBook Pro 15' Retina (MGXA2RU/A)","1",""
"http://komp.1k.by/mobile-notebooks/msi/MSI_GE70_2PE_281RU_Apache_Pro-1447593/offers/","Ноутбуки","PLAZA","MSI_GE70_2PE_281RU_Apache_Pro","MSI GE70 2PE-281RU Apache Pro","1",""
"http://komp.1k.by/mobile-notebooks/msi/MSI_GE70_2PE_456RU_Apache_Pro-1650265/offers/","Ноутбуки","PLAZA","MSI_GE70_2PE_456RU_Apache_Pro","MSI GE70 2PE-456RU Apache Pro","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X200MA_KX244D-1385163/offers/","Ноутбуки","PLAZA","ASUS_X200MA_KX244D","ASUS X200MA-KX244D","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X200MA_KX241D-1385169/offers/","Ноутбуки","PLAZA","ASUS_X200MA_KX241D","ASUS X200MA-KX241D","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X200MA_KX242D-1385167/offers/","Ноутбуки","PLAZA","ASUS_X200MA_KX242D","ASUS X200MA-KX242D","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X200MA_KX241H-1395761/offers/","Ноутбуки","PLAZA","ASUS_X200MA_KX241H","ASUS X200MA-KX241H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X200MA_KX243D-1385165/offers/","Ноутбуки","PLAZA","ASUS_X200MA_KX243D","ASUS X200MA-KX243D","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X200MA_CT320H-1395867/offers/","Ноутбуки","PLAZA","ASUS_X200MA_CT320H","ASUS X200MA-CT320H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X200MA_CT035H-1263979/offers/","Ноутбуки","PLAZA","ASUS_X200MA_CT035H","ASUS X200MA-CT035H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X200MA_CT038H-1272513/offers/","Ноутбуки","PLAZA","ASUS_X200MA_CT038H","ASUS X200MA-CT038H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X200MA_KX242H-1447063/offers/","Ноутбуки","PLAZA","ASUS_X200MA_KX242H","ASUS X200MA-KX242H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X200MA_KX244H-1447417/offers/","Ноутбуки","PLAZA","ASUS_X200MA_KX244H","ASUS X200MA-KX244H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X200MA_KX243H-1395759/offers/","Ноутбуки","PLAZA","ASUS_X200MA_KX243H","ASUS X200MA-KX243H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X200MA_CT319H-1395937/offers/","Ноутбуки","PLAZA","ASUS_X200MA_CT319H","ASUS X200MA-CT319H","1",""
"http://komp.1k.by/mobile-notebooks/asus/ASUS_X200MA_KX049D-1313737/offers/","Ноутбуки","PLAZA","ASUS_X200MA_KX049D","ASUS X200MA-KX049D","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59415868-1326459/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59415868","Lenovo G50-70 (59415868)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59409640-1272615/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59409640","Lenovo G50-70 (59409640)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59410871-1326645/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59410871","Lenovo G50-70 (59410871)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59413947-1379781/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59413947","Lenovo G50-70 (59413947)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59413945-1385271/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59413945","Lenovo G50-70 (59413945)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59418041-1379773/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59418041","Lenovo G50-70 (59418041)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59413950-1457421/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59413950","Lenovo G50-70 (59413950)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59413948-1379779/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59413948","Lenovo G50-70 (59413948)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59413949-1379777/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59413949","Lenovo G50-70 (59413949)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59420862-1457213/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59420862","Lenovo G50-70 (59420862)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59429351-1457369/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59429351","Lenovo G50-70 (59429351)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59420869-1497757/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59420869","Lenovo G50-70 (59420869)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59427957-1497829/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59427957","Lenovo G50-70 (59427957)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59420864-1447187/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59420864","Lenovo G50-70 (59420864)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59418046-1379771/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59418046","Lenovo G50-70 (59418046)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59420866-1457373/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59420866","Lenovo G50-70 (59420866)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59413944-1372959/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59413944","Lenovo G50-70 (59413944)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59427958-1600193/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59427958","Lenovo G50-70 (59427958)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59429186-1497827/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59429186","Lenovo G50-70 (59429186)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59413953-1457419/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59413953","Lenovo G50-70 (59413953)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59409768-1457235/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59409768","Lenovo G50-70 (59409768)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59416534-1447035/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59416534","Lenovo G50-70 (59416534)","1",""
"http://komp.1k.by/mobile-notebooks/lenovo/Lenovo_G50_70_59418659-1447387/offers/","Ноутбуки","PLAZA","Lenovo_G50_70_59418659","Lenovo G50-70 (59418659)","1",""
